fips,biden,trump,other
18161,0.211,0.772,0.017
18163,0.444,0.539,0.017
18165,0.287,0.693,0.02
18167,0.416,0.563,0.021
18169,0.24,0.739,0.022
18171,0.218,0.761,0.021
18173,0.353,0.631,0.017
18175,0.229,0.751,0.019
18177,0.344,0.635,0.021
18179,0.208,0.773,0.019
18181,0.272,0.713,0.015
18183,0.241,0.733,0.026
19001,0.287,0.699,0.014
19003,0.274,0.71,0.016
19005,0.348,0.639,0.014
19007,0.291,0.693,0.016
19009,0.314,0.672,0.015
19011,0.353,0.628,0.019
19013,0.537,0.446,0.017
19015,0.412,0.568,0.02
19017,0.41,0.571,0.018
19019,0.387,0.596,0.016
19021,0.363,0.62,0.016
19023,0.3,0.686,0.015
19025,0.28,0.703,0.017
19027,0.306,0.684,0.01
19029,0.303,0.684,0.013
19031,0.406,0.577,0.017
19033,0.461,0.524,0.015
19035,0.298,0.691,0.011
19037,0.338,0.651,0.011
19039,0.314,0.675,0.011
19041,0.298,0.686,0.017
19043,0.349,0.637,0.014
19045,0.439,0.542,0.019
19047,0.311,0.679,0.01
19049,0.481,0.501,0.018
19051,0.247,0.74,0.013
19053,0.295,0.688,0.017
19055,0.316,0.668,0.016
19057,0.447,0.532,0.021
19059,0.326,0.662,0.012
19061,0.477,0.506,0.017
19063,0.313,0.673,0.013
19065,0.378,0.605,0.018
19067,0.396,0.59,0.014
19069,0.318,0.668,0.014
19071,0.28,0.704,0.016
19073,0.35,0.638,0.012
19075,0.304,0.679,0.017
19077,0.312,0.671,0.017
19079,0.359,0.626,0.015
19081,0.273,0.713,0.014
19083,0.332,0.652,0.017
19085,0.3,0.684,0.016
19087,0.329,0.653,0.018
19089,0.358,0.631,0.011
19091,0.271,0.718,0.011
19093,0.239,0.749,0.012
19095,0.365,0.619,0.016
19097,0.362,0.624,0.013
19099,0.384,0.6,0.016
19101,0.484,0.498,0.018
19103,0.708,0.274,0.017
19105,0.384,0.599,0.017
19107,0.267,0.718,0.015
19109,0.297,0.691,0.012
19111,0.392,0.585,0.023
19113,0.558,0.42,0.023
19115,0.324,0.657,0.019
19117,0.278,0.711,0.011
19119,0.156,0.833,0.011
19121,0.32,0.664,0.017
19123,0.254,0.729,0.017
19125,0.322,0.66,0.018
19127,0.452,0.529,0.019
19129,0.304,0.678,0.017
19131,0.353,0.632,0.015
19133,0.298,0.689,0.012
19135,0.264,0.728,0.008
19137,0.298,0.688,0.015
19139,0.454,0.525,0.021
19141,0.208,0.777,0.015
19143,0.181,0.81,0.01
19145,0.277,0.707,0.015
19147,0.307,0.681,0.012
19149,0.247,0.741,0.013
19151,0.244,0.74,0.015
19153,0.567,0.414,0.019
19155,0.407,0.575,0.018
19157,0.425,0.559,0.016
19159,0.262,0.727,0.011
19161,0.251,0.735,0.014
19163,0.508,0.473,0.019
19165,0.289,0.693,0.018
19167,0.159,0.827,0.014
19169,0.574,0.4,0.026
19171,0.396,0.588,0.016
19173,0.23,0.76,0.01
19175,0.334,0.65,0.016
19177,0.232,0.756,0.012
19179,0.373,0.61,0.018
19181,0.406,0.575,0.019
19183,0.388,0.594,0.018
19185,0.234,0.753,0.012
19187,0.372,0.615,0.014
19189,0.359,0.623,0.018
19191,0.467,0.518,0.015
19193,0.414,0.57,0.016
19195,0.362,0.62,0.018
19197,0.32,0.663,0.018
20001,0.268,0.714,0.018
20003,0.206,0.773,0.022
20005,0.316,0.66,0.024
20007,0.123,0.861,0.016
20009,0.21,0.774,0.016
20011,0.231,0.753,0.017
20013,0.248,0.729,0.023
20015,0.282,0.697,0.022
20017,0.231,0.754,0.016
20019,0.13,0.855,0.015
20021,0.242,0.74,0.018
20023,0.157,0.827,0.016
20025,0.137,0.845,0.019
20027,0.214,0.759,0.026
20029,0.214,0.762,0.024
20031,0.209,0.767,0.024
20033,0.14,0.829,0.031
20035,0.3,0.679,0.021
20037,0.37,0.605,0.025
20039,0.143,0.845,0.012
20041,0.221,0.762,0.017
20043,0.184,0.803,0.013
20045,0.685,0.291,0.024
20047,0.189,0.798,0.013
20049,0.142,0.839,0.019
20051,0.269,0.709,0.022
20053,0.23,0.75,0.019
20055,0.362,0.617,0.02
20057,0.331,0.651,0.018
20059,0.296,0.68,0.024
20061,0.411,0.558,0.031
20063,0.114,0.876,0.01
20065,0.171,0.808,0.021
20067,0.203,0.779,0.018
20069,0.15,0.835,0.014
20071,0.123,0.855,0.022
20073,0.186,0.793,0.021
20075,0.16,0.817,0.023
20077,0.173,0.81,0.017
20079,0.391,0.588,0.021
20081,0.189,0.798,0.014
20083,0.146,0.838,0.016
20085,0.286,0.686,0.028
20087,0.325,0.649,0.026
20089,0.131,0.851,0.017
20091,0.529,0.45,0.021
20093,0.181,0.803,0.017
20095,0.191,0.793,0.016
20097,0.134,0.84,0.025
20099,0.31,0.67,0.02
20101,0.128,0.853,0.019
20103,0.381,0.592,0.027
20105,0.169,0.811,0.02
20107,0.176,0.804,0.02
20109,0.129,0.857,0.015
20111,0.431,0.542,0.027
20113,0.287,0.69,0.024
20115,0.245,0.733,0.022
20117,0.247,0.729,0.024
20119,0.144,0.835,0.021
20121,0.291,0.688,0.021
20123,0.18,0.808,0.013
20125,0.239,0.741,0.02
20127,0.253,0.732,0.015
20129,0.126,0.863,0.01
20131,0.164,0.82,0.017
20133,0.261,0.723,0.016
20135,0.099,0.884,0.017
20137,0.152,0.83,0.018
20139,0.266,0.71,0.024
20141,0.145,0.837,0.018
20143,0.16,0.817,0.023
20145,0.234,0.748,0.018
20147,0.114,0.87,0.016
20149,0.254,0.722,0.024
20151,0.225,0.752,0.023
20153,0.143,0.838,0.019
20155,0.317,0.662,0.021
20157,0.159,0.822,0.019
20159,0.225,0.753,0.021
20161,0.5,0.468,0.031
20163,0.125,0.862,0.013
20165,0.167,0.815,0.018
20167,0.172,0.806,0.021
20169,0.336,0.64,0.024
20171,0.125,0.858,0.018
20173,0.425,0.551,0.024
20175,0.341,0.644,0.015
20177,0.5,0.474,0.025
20179,0.103,0.885,0.011
20181,0.145,0.833,0.023
20183,0.157,0.829,0.014
20185,0.176,0.809,0.015
20187,0.192,0.791,0.017
20189,0.117,0.867,0.017
20191,0.237,0.742,0.021
20193,0.164,0.821,0.014
20195,0.148,0.837,0.015
20197,0.248,0.729,0.024
20199,0.054,0.933,0.014
20201,0.164,0.82,0.016
20203,0.153,0.836,0.011
20205,0.182,0.798,0.02
20207,0.189,0.795,0.015
20209,0.645,0.336,0.019
21001,0.159,0.83,0.011
21003,0.175,0.81,0.014
21005,0.253,0.729,0.018
21007,0.195,0.794,0.011
21009,0.256,0.731,0.014
21011,0.28,0.708,0.012
21013,0.178,0.81,0.011
21015,0.312,0.669,0.019
21017,0.342,0.642,0.016
21019,0.326,0.658,0.017
21021,0.366,0.613,0.021
21023,0.189,0.801,0.011
21025,0.23,0.753,0.017
21027,0.231,0.755,0.014
21029,0.251,0.732,0.017
21031,0.176,0.81,0.014
21033,0.223,0.763,0.014
21035,0.332,0.651,0.017
21037,0.397,0.583,0.02
21039,0.175,0.818,0.006
21041,0.27,0.714,0.016
21043,0.228,0.757,0.015
21045,0.128,0.862,0.01
21047,0.348,0.632,0.02
21049,0.331,0.651,0.017
21051,0.109,0.88,0.011
21053,0.122,0.868,0.01
21055,0.172,0.813,0.014
21057,0.153,0.837,0.01
21059,0.351,0.63,0.019
21061,0.2,0.788,0.012
21063,0.238,0.75,0.012
21065,0.207,0.78,0.013
21067,0.593,0.386,0.021
21069,0.209,0.783,0.008
21071,0.238,0.749,0.013
21073,0.485,0.495,0.019
21075,0.327,0.663,0.01
21077,0.214,0.768,0.019
21079,0.21,0.776,0.014
21081,0.199,0.786,0.016
21083,0.209,0.776,0.015
21085,0.2,0.789,0.011
21087,0.158,0.832,0.009
21089,0.268,0.719,0.013
21091,0.294,0.686,0.02
21093,0.37,0.61,0.021
21095,0.136,0.854,0.01
21097,0.271,0.715,0.014
21099,0.228,0.758,0.014
21101,0.369,0.615,0.015
21103,0.264,0.721,0.015
21105,0.208,0.779,0.012
21107,0.253,0.733,0.015
21109,0.099,0.892,0.009
21111,0.591,0.39,0.019
21113,0.326,0.651,0.022
21115,0.158,0.829,0.013
21117,0.393,0.586,0.021
21119,0.226,0.764,0.01
21121,0.159,0.83,0.011
21123,0.206,0.779,0.015
21125,0.159,0.827,0.014
21127,0.178,0.81,0.012
21129,0.173,0.812,0.015
21131,0.093,0.898,0.009
21133,0.197,0.791,0.012
21135,0.14,0.848,0.013
21137,0.206,0.778,0.016
21139,0.188,0.802,0.011
21141,0.251,0.734,0.015
21143,0.258,0.733,0.009
21145,0.334,0.651,0.015
21147,0.113,0.88,0.007
21149,0.225,0.76,0.016
21151,0.355,0.623,0.022
21153,0.223,0.766,0.011
21155,0.305,0.685,0.011
21157,0.231,0.755,0.013
21159,0.103,0.89,0.008
21161,0.297,0.688,0.015
21163,0.257,0.722,0.021
21165,0.242,0.745,0.013
21167,0.259,0.725,0.017
21169,0.194,0.79,0.016
21171,0.123,0.868,0.008
21173,0.283,0.701,0.017
21175,0.212,0.776,0.012
21177,0.249,0.738,0.013
21179,0.309,0.675,0.015
21181,0.281,0.709,0.01
21183,0.216,0.771,0.013
21185,0.382,0.597,0.021
21187,0.201,0.787,0.012
21189,0.114,0.881,0.005
21191,0.191,0.796,0.013
21193,0.222,0.765,0.013
21195,0.192,0.799,0.009
21197,0.248,0.734,0.018
21199,0.18,0.807,0.014
21201,0.221,0.771,0.008
21203,0.146,0.845,0.009
21205,0.386,0.596,0.018
21207,0.149,0.84,0.012
21209,0.365,0.614,0.021
21211,0.343,0.639,0.018
21213,0.307,0.674,0.019
21215,0.221,0.764,0.014
21217,0.237,0.75,0.014
21219,0.225,0.759,0.017
21221,0.243,0.744,0.013
21223,0.234,0.747,0.018
21225,0.233,0.755,0.013
21227,0.406,0.574,0.02
21229,0.264,0.72,0.016
21231,0.184,0.804,0.012
21233,0.236,0.752,0.012
21235,0.166,0.819,0.015
21237,0.282,0.704,0.014
21239,0.429,0.55,0.021
22001,0.191,0.795,0.014
22003,0.215,0.772,0.013
22005,0.327,0.653,0.02
22007,0.341,0.647,0.012
22009,0.288,0.696,0.017
22011,0.155,0.83,0.015
22013,0.435,0.552,0.013
22015,0.287,0.697,0.017
22017,0.525,0.458,0.017
22019,0.314,0.666,0.02
22021,0.156,0.835,0.009
22023,0.08,0.909,0.011
22025,0.261,0.729,0.01
22027,0.415,0.573,0.012
22029,0.36,0.629,0.011
22031,0.37,0.618,0.011
22033,0.555,0.425,0.02
22035,0.626,0.356,0.019
22037,0.407,0.577,0.016
22039,0.27,0.717,0.013
22041,0.274,0.717,0.009
22043,0.123,0.864,0.012
22045,0.337,0.65,0.013
22047,0.509,0.472,0.019
22049,0.281,0.707,0.013
22051,0.436,0.547,0.017
22053,0.216,0.77,0.014
22055,0.346,0.633,0.02
22057,0.191,0.794,0.015
22059,0.09,0.901,0.008
22061,0.392,0.587,0.021
22063,0.142,0.841,0.017
22065,0.568,0.413,0.018
22067,0.427,0.563,0.01
22069,0.417,0.565,0.018
22071,0.832,0.15,0.018
22073,0.375,0.611,0.014
22075,0.31,0.673,0.017
22077,0.379,0.607,0.015
22079,0.331,0.651,0.018
22081,0.398,0.584,0.018
22083,0.324,0.665,0.011
22085,0.163,0.828,0.009
22087,0.348,0.633,0.018
22089,0.344,0.639,0.017
22091,0.543,0.441,0.016
22093,0.517,0.473,0.01
22095,0.634,0.352,0.014
22097,0.422,0.563,0.015
22099,0.312,0.673,0.015
22101,0.347,0.639,0.014
22103,0.269,0.711,0.019
22105,0.328,0.656,0.017
22107,0.52,0.469,0.011
22109,0.242,0.743,0.015
22111,0.237,0.751,0.013
22113,0.183,0.803,0.014
22115,0.168,0.817,0.015
22117,0.306,0.682,0.012
22119,0.339,0.649,0.012
22121,0.44,0.545,0.015
22123,0.141,0.855,0.005
22125,0.367,0.616,0.017
22127,0.248,0.742,0.01
23001,0.47,0.499,0.031
23003,0.383,0.585,0.032
23005,0.665,0.308,0.028
23007,0.465,0.505,0.03
23009,0.549,0.424,0.027
23011,0.486,0.483,0.031
23013,0.587,0.388,0.025
23015,0.538,0.435,0.027
23017,0.44,0.528,0.031
23019,0.443,0.525,0.032
23021,0.353,0.607,0.04
23023,0.563,0.406,0.031
23025,0.371,0.603,0.026
23027,0.508,0.46,0.032
23029,0.385,0.592,0.023
23031,0.549,0.423,0.028
24001,0.3,0.685,0.015
24003,0.563,0.416,0.021
24005,0.623,0.359,0.018
24009,0.463,0.519,0.018
24011,0.324,0.654,0.022
24013,0.367,0.606,0.028
24015,0.356,0.623,0.022
24017,0.698,0.287,0.015
24019,0.43,0.55,0.02
24021,0.537,0.44,0.022
24023,0.211,0.77,0.019
24025,0.429,0.55,0.022
24027,0.714,0.267,0.019
24029,0.496,0.484,0.02
24031,0.791,0.192,0.016
24033,0.897,0.087,0.015
24035,0.356,0.623,0.021
24037,0.418,0.557,0.025
24039,0.419,0.567,0.014
24041,0.494,0.489,0.018
24043,0.386,0.596,0.018
24045,0.48,0.499,0.021
24047,0.398,0.588,0.014
24510,0.878,0.107,0.015
25001,0.613,0.37,0.017
25003,0.726,0.254,0.019
25005,0.55,0.432,0.018
25007,0.776,0.206,0.017
25009,0.636,0.346,0.017
25011,0.71,0.266,0.025
25013,0.579,0.402,0.019
25015,0.723,0.257,0.02
25017,0.717,0.265,0.018
25019,0.72,0.263,0.017
25021,0.673,0.31,0.017
25023,0.577,0.404,0.019
25025,0.808,0.178,0.014
25027,0.576,0.401,0.023
26001,0.303,0.686,0.01
26003,0.4,0.588,0.012
26005,0.364,0.617,0.019
26007,0.354,0.63,0.017
26009,0.374,0.611,0.015
26011,0.314,0.671,0.015
26013,0.366,0.622,0.011
26015,0.329,0.654,0.018
26017,0.437,0.547,0.016
26019,0.447,0.538,0.015
26021,0.455,0.528,0.017
26023,0.3,0.685,0.015
26025,0.436,0.546,0.018
26027,0.348,0.637,0.015
26029,0.408,0.579,0.013
26031,0.343,0.642,0.015
26033,0.377,0.605,0.018
26035,0.319,0.667,0.014
26037,0.459,0.524,0.018
26039,0.34,0.647,0.013
26041,0.36,0.624,0.016
26043,0.325,0.659,0.016
26045,0.487,0.495,0.019
26047,0.436,0.547,0.017
26049,0.54,0.446,0.015
26051,0.31,0.678,0.013
26053,0.432,0.556,0.012
26055,0.476,0.506,0.017
26057,0.35,0.633,0.017
26059,0.253,0.732,0.016
26061,0.419,0.561,0.02
26063,0.298,0.69,0.012
26065,0.652,0.33,0.018
26067,0.339,0.641,0.02
26069,0.35,0.635,0.015
26071,0.367,0.621,0.012
26073,0.479,0.504,0.018
26075,0.396,0.586,0.018
26077,0.584,0.396,0.02
26079,0.282,0.7,0.018
26081,0.521,0.459,0.02
26083,0.432,0.554,0.015
26085,0.362,0.624,0.014
26087,0.311,0.674,0.015
26089,0.52,0.469,0.011
26091,0.392,0.591,0.017
26093,0.379,0.605,0.015
26095,0.281,0.703,0.017
26097,0.375,0.614,0.011
26099,0.454,0.533,0.013
26101,0.417,0.568,0.015
26103,0.546,0.435,0.019
26105,0.394,0.592,0.014
26107,0.35,0.63,0.019
26109,0.342,0.644,0.014
26111,0.418,0.564,0.018
26113,0.225,0.759,0.016
26115,0.378,0.605,0.017
26117,0.302,0.68,0.018
26119,0.278,0.712,0.01
26121,0.494,0.488,0.018
26123,0.29,0.694,0.016
26125,0.564,0.423,0.013
26127,0.352,0.632,0.016
26129,0.292,0.693,0.015
26131,0.366,0.62,0.015
26133,0.261,0.724,0.015
26135,0.275,0.711,0.014
26137,0.321,0.663,0.016
26139,0.384,0.598,0.018
26141,0.349,0.64,0.011
26143,0.344,0.644,0.012
26145,0.494,0.491,0.014
26147,0.341,0.643,0.016
26149,0.331,0.649,0.02
26151,0.266,0.722,0.013
26153,0.335,0.651,0.014
26155,0.392,0.59,0.019
26157,0.296,0.69,0.015
26159,0.43,0.553,0.017
26161,0.727,0.26,0.013
26163,0.685,0.303,0.012
26165,0.32,0.663,0.018
27001,0.36,0.625,0.014
27003,0.479,0.498,0.022
27005,0.34,0.643,0.017
27007,0.473,0.505,0.021
27009,0.328,0.647,0.025
27011,0.355,0.627,0.018
27013,0.51,0.465,0.025
27015,0.326,0.655,0.02
27017,0.497,0.482,0.021
27019,0.465,0.514,0.02
27021,0.347,0.637,0.016
27023,0.337,0.644,0.019
27025,0.342,0.635,0.022
27027,0.509,0.468,0.023
27029,0.268,0.718,0.014
27031,0.659,0.318,0.023
27033,0.301,0.683,0.016
27035,0.343,0.641,0.017
27037,0.559,0.42,0.021
27039,0.336,0.64,0.024
27041,0.326,0.655,0.019
27043,0.321,0.658,0.022
27045,0.376,0.603,0.021
27047,0.41,0.57,0.019
27049,0.413,0.562,0.025
27051,0.356,0.622,0.022
27053,0.707,0.274,0.019
27055,0.425,0.555,0.02
27057,0.345,0.634,0.02
27059,0.295,0.683,0.022
27061,0.407,0.575,0.018
27063,0.3,0.679,0.021
27065,0.301,0.681,0.019
27067,0.362,0.619,0.019
27069,0.383,0.588,0.03
27071,0.385,0.598,0.017
27073,0.358,0.627,0.015
27075,0.508,0.472,0.02
27077,0.279,0.709,0.012
27079,0.338,0.642,0.02
27081,0.301,0.682,0.017
27083,0.36,0.621,0.019
27085,0.307,0.67,0.024
27087,0.483,0.496,0.021
27089,0.254,0.73,0.017
27091,0.301,0.681,0.018
27093,0.286,0.693,0.02
27095,0.3,0.679,0.021
27097,0.224,0.759,0.017
27099,0.461,0.519,0.02
27101,0.297,0.689,0.014
27103,0.505,0.473,0.023
27105,0.337,0.644,0.018
27107,0.409,0.569,0.022
27109,0.543,0.436,0.021
27111,0.329,0.655,0.015
27113,0.354,0.624,0.023
27115,0.339,0.642,0.019
27117,0.265,0.72,0.015
27119,0.349,0.634,0.017
27121,0.354,0.63,0.016
27123,0.718,0.263,0.02
27125,0.316,0.664,0.021
27127,0.285,0.698,0.017
27129,0.308,0.674,0.019
27131,0.489,0.49,0.021
27133,0.298,0.685,0.017
27135,0.26,0.721,0.018
27137,0.568,0.411,0.02
27139,0.456,0.523,0.021
27141,0.326,0.653,0.022
27143,0.286,0.695,0.018
27145,0.377,0.602,0.021
27147,0.376,0.601,0.024
27149,0.379,0.601,0.02
27151,0.344,0.639,0.016
27153,0.248,0.737,0.015
27155,0.355,0.629,0.016
27157,0.359,0.623,0.019
27159,0.264,0.72,0.015
27161,0.337,0.639,0.024
27163,0.536,0.444,0.02
27165,0.383,0.598,0.02
27167,0.299,0.679,0.022
27169,0.492,0.488,0.02
27171,0.346,0.632,0.022
27173,0.306,0.677,0.017
28001,0.575,0.414,0.01
28003,0.176,0.812,0.012
28005,0.364,0.626,0.01
28007,0.402,0.587,0.012
28009,0.391,0.599,0.009
28011,0.648,0.34,0.012
28013,0.289,0.702,0.01
28015,0.303,0.688,0.008
28017,0.468,0.513,0.019
28019,0.281,0.711,0.009
28021,0.848,0.136,0.017
28023,0.34,0.65,0.01
28025,0.574,0.41,0.016
28027,0.71,0.278,0.012
28029,0.502,0.485,0.013
28031,0.365,0.625,0.009
28033,0.371,0.61,0.019
28035,0.435,0.546,0.019
28037,0.332,0.655,0.013
28039,0.11,0.879,0.011
28041,0.166,0.825,0.009
28043,0.434,0.557,0.009
28045,0.215,0.77,0.015
28047,0.366,0.618,0.016
28049,0.736,0.251,0.013
28051,0.812,0.169,0.019
28053,0.72,0.267,0.013
28055,0.525,0.456,0.019
28057,0.115,0.872,0.012
28059,0.319,0.665,0.016
28061,0.497,0.492,0.011
28063,0.851,0.136,0.013
28065,0.579,0.408,0.013
28067,0.283,0.705,0.012
28069,0.61,0.378,0.012
28071,0.43,0.553,0.017
28073,0.258,0.727,0.015
28075,0.415,0.575,0.01
28077,0.342,0.648,0.011
28079,0.424,0.568,0.008
28081,0.33,0.655,0.015
28083,0.702,0.287,0.011
28085,0.3,0.691,0.009
28087,0.48,0.507,0.013
28089,0.435,0.553,0.012
28091,0.311,0.679,0.01
28093,0.509,0.478,0.012
28095,0.34,0.648,0.012
28097,0.418,0.575,0.007
28099,0.279,0.711,0.011
28101,0.302,0.687,0.011
28103,0.757,0.232,0.011
28105,0.521,0.456,0.023
28107,0.474,0.516,0.01
28109,0.173,0.815,0.012
28111,0.23,0.761,0.009
28113,0.499,0.489,0.012
28115,0.182,0.804,0.014
28117,0.202,0.786,0.011
28119,0.666,0.318,0.015
28121,0.267,0.72,0.013
28123,0.403,0.586,0.011
28125,0.671,0.315,0.014
28127,0.342,0.646,0.012
28129,0.215,0.775,0.009
28131,0.229,0.757,0.014
28133,0.7,0.289,0.01
28135,0.546,0.438,0.016
28137,0.319,0.665,0.015
28139,0.192,0.797,0.011
28141,0.116,0.868,0.016
28143,0.724,0.26,0.016
28145,0.17,0.818,0.012
28147,0.398,0.593,0.009
28149,0.496,0.492,0.012
28151,0.694,0.294,0.011
28153,0.36,0.627,0.013
28155,0.193,0.795,0.011
28157,0.666,0.321,0.013
28159,0.437,0.554,0.009
28161,0.426,0.562,0.012
28163,0.527,0.463,0.011
29001,0.359,0.62,0.021
29003,0.241,0.744,0.015
29005,0.2,0.781,0.018
29007,0.254,0.726,0.02
29009,0.189,0.797,0.014
29011,0.139,0.85,0.011
29013,0.199,0.784,0.017
29015,0.208,0.774,0.018
29017,0.125,0.864,0.011
29019,0.549,0.424,0.027
29021,0.367,0.613,0.019
29023,0.182,0.805,0.013
29025,0.192,0.796,0.013
29027,0.278,0.701,0.022
29029,0.228,0.76,0.013
29031,0.267,0.717,0.016
29033,0.173,0.818,0.009
29035,0.144,0.846,0.01
29037,0.332,0.648,0.02
29039,0.162,0.822,0.016
29041,0.225,0.763,0.012
29043,0.238,0.746,0.017
29045,0.2,0.787,0.013
29047,0.469,0.511,0.02
29049,0.266,0.716,0.018
29051,0.321,0.66,0.018
29053,0.259,0.722,0.019
29055,0.193,0.795,0.012
29057,0.159,0.829,0.012
29059,0.17,0.817,0.013
29061,0.191,0.794,0.015
29063,0.192,0.79,0.018
29065,0.148,0.838,0.014
29067,0.145,0.843,0.012
29069,0.211,0.781,0.008
29071,0.271,0.709,0.02
29073,0.202,0.785,0.013
29075,0.189,0.798,0.013
29077,0.389,0.59,0.021
29079,0.18,0.808,0.012
29081,0.156,0.836,0.008
29083,0.243,0.744,0.013
29085,0.208,0.781,0.011
29087,0.144,0.843,0.012
29089,0.278,0.698,0.025
29091,0.173,0.814,0.013
29093,0.206,0.783,0.011
29095,0.6,0.38,0.02
29097,0.259,0.721,0.021
29099,0.322,0.66,0.018
29101,0.301,0.67,0.029
29103,0.183,0.802,0.015
29105,0.166,0.82,0.015
29107,0.262,0.72,0.018
29109,0.18,0.806,0.015
29111,0.214,0.77,0.016
29113,0.227,0.753,0.019
29115,0.224,0.762,0.014
29117,0.209,0.78,0.012
29119,0.159,0.825,0.016
29121,0.212,0.775,0.013
29123,0.179,0.808,0.013
29125,0.171,0.816,0.014
29127,0.24,0.743,0.017
29129,0.125,0.866,0.009
29131,0.165,0.822,0.013
29133,0.248,0.744,0.009
29135,0.183,0.803,0.015
29137,0.208,0.776,0.016
29139,0.209,0.773,0.017
29141,0.203,0.784,0.013
29143,0.241,0.751,0.007
29145,0.204,0.78,0.016
29147,0.288,0.694,0.017
29149,0.174,0.812,0.015
29151,0.138,0.851,0.01
29153,0.155,0.835,0.01
29155,0.272,0.719,0.01
29157,0.176,0.81,0.013
29159,0.251,0.725,0.024
29161,0.288,0.689,0.023
29163,0.223,0.762,0.015
29165,0.48,0.5,0.02
29167,0.191,0.787,0.022
29169,0.259,0.717,0.024
29171,0.153,0.84,0.007
29173,0.213,0.776,0.011
29175,0.231,0.746,0.022
29177,0.267,0.716,0.017
29179,0.16,0.829,0.011
